23,4,120,,100,3651,17.7,76,1,dodge aspen se
23,6,198,,78,3574,21,76,1,ford granada ghia
23,4,140,,110,3645,16.2,76,1,pontiac ventura sj
23,4,140,,95,3193,17.8,76,1,amc pacer d/l
23,4,115,,71,1825,12.2,76,2,volkswagen rabbit
23,4,120,,70,1990,17,76,3,datsun b-210
23,8,350,,75,2155,16.4,76,3,toyota corolla
23,4,151,,72,2565,13.6,76,1,ford pinto
22.5,6,232,,60,2164,22.1,76,1,chevrolet woody
22.4,6,231,,52,2035,22.2,76,1,chevrolet chevette
22.3,4,140,,90,3085,17.6,76,1,amc hornet
22,6,198,,92,2572,14.9,76,1,capri ii
22,4,140,,79,2255,17.7,76,1,dodge colt
22,4,121,,83,2202,15.3,76,2,renault 12tl
22,4,122,,140,4215,13,76,1,chevrolet chevelle malibu classic
22,4,108,,150,4190,13,76,1,dodge coronet brougham
22,4,121,,120,3962,13.9,76,1,amc matador
22,6,225,,152,4215,12.8,76,1,ford gran torino
22,6,250,,100,3233,15.4,76,1,plymouth valiant
22,6,146,,105,3353,14.5,76,1,chevrolet nova
22,6,232,,81,3012,17.6,76,1,ford maverick
21.6,4,121,,81,2220,16.9,76,2,opel 1900
21.5,4,121,,115,2671,13.5,75,2,saab 99le
21.5,3,80,,53,1795,17.5,75,3,honda civic cvcc
21.5,6,231,,86,2464,15.5,76,2,fiat 131
21.1,4,134,,98,2945,14.5,75,2,volvo 244dl
21,6,200,,96,2702,13.5,75,3,toyota corona
21,6,199,,71,2223,16.5,75,2,volkswagen dasher
21,4,122,,97,2545,17,75,3,datsun 710
21,4,120,,97,2984,14.5,75,1,ford pinto
21,4,140,,70,1937,14,75,2,volkswagen rabbit
21,6,155,,90,3211,17,75,1,amc pacer
21,6,200,,95,2694,15,75,2,audi 100ls
21,6,231,,88,2957,17,75,2,peugeot 504
20.8,6,200,,78,2592,18.5,75,1,pontiac astro
20.6,6,231,,83,2639,17,75,1,ford pinto
20.6,6,225,,100,2914,16,75,1,amc gremlin
20.5,6,231,,110,3221,13.5,75,1,chevrolet monza 2+2
20.5,6,200,,129,3169,12,75,1,ford mustang ii
20.5,6,225,,75,2171,16,75,3,toyota corolla
20.3,5,131,,110,3039,15,75,1,buick skyhawk
20.2,8,302,,110,3907,21,75,1,buick century
20.2,6,200,,105,3897,18.5,75,1,chevroelt chevelle malibu
20.2,6,232,,110,3730,19,75,1,amc matador
20.2,6,200,,95,3785,19,75,1,plymouth fury
20,4,140,,67,2000,16,74,2,fiat x1.9
20,4,97,,95,3264,16,75,1,plymouth valiant custom
20,4,114,,105,3459,16,75,1,chevrolet nova
20,6,156,,72,3432,21,75,1,mercury monarch
20,6,198,,72,3158,19.5,75,1,ford maverick
20,8,262,,170,4668,11.5,75,1,pontiac catalina
20,6,232,,145,4440,14,75,1,chevrolet bel air
20,6,225,,150,4498,14.5,75,1,plymouth grand fury
20,4,130,,148,4657,13.5,75,1,ford ltd
19.9,8,260,,93,2391,15.5,74,3,subaru
19.8,6,200,,97,2489,15,74,3,honda civic
19.4,8,318,,75,2108,15.5,74,2,fiat 128
19.4,6,232,,75,2246,14,74,2,fiat 124 tc
19.2,6,231,,52,1649,16.5,74,3,toyota corona
19.2,8,305,,61,2003,19,74,3,datsun 710
19.2,8,267,,75,2125,14.5,74,1,dodge colt
19.1,6,225,,78,2300,14.5,74,2,opel manta
19,6,232,,65,1836,21,74,3,toyota corolla 1200
19,6,250,,75,2542,17,74,1,chevrolet vega
19,6,250,,100,3781,17,74,1,chevrolet chevelle malibu classic
19,3,70,,110,3632,18,74,1,amc matador
19,4,122,,105,3613,16.5,74,1,plymouth satellite sebring
19,4,121,,140,4141,14,74,1,ford gran torino
19,6,232,,150,4699,14.5,74,1,buick century luxus (sw)
19,6,225,,150,4457,13.5,74,1,dodge coronet custom (sw)
19,6,232,,140,4638,16,74,1,ford gran torino (sw)
19,4,120,,150,4257,15.5,74,1,amc matador (sw)
19,6,156,,83,2219,16.5,74,2,audi fox
19,6,225,,67,1963,15.5,74,2,volkswagen dasher
18.6,6,225,,80,2451,16.5,74,1,ford pinto
18.5,6,250,,100,2901,16,74,1,amc hornet
18.5,6,250,,100,3336,17,74,1,chevrolet nova
18.5,8,360,,67,1950,19,74,3,datsun b210
18.2,8,318,,,2875,17,74,1,ford maverick
18.1,6,258,,180,3664,11,73,1,oldsmobile omega
18.1,8,302,,95,3102,16.5,74,1,plymouth duster
18,8,307,,100,2789,15,73,1,amc gremlin
18,8,318,,88,2279,19,73,3,toyota carina
18,6,199,,72,2401,19.5,73,1,chevrolet vega
18,6,232,,94,2379,16.5,73,3,datsun 610
18,6,258,,90,2124,13.5,73,3,maxda rx3
18,6,250,,85,2310,18.5,73,1,ford pinto
18,4,121,,107,2472,14,73,1,mercury capri v6
18,6,225,,90,2265,15.5,73,2,fiat 124 sport coupe
18,6,232,,145,4082,13,73,1,chevrolet monte carlo s
18,6,250,,230,4278,9.5,73,1,pontiac grand prix
18,6,232,,49,1867,19.5,73,2,fiat 128
18,3,70,,75,2158,15.5,73,2,opel manta
18,6,225,,91,2582,14,73,2,audi 100ls
18,6,250,,112,2868,15.5,73,2,volvo 144ea
18,6,225,,150,3399,11,73,1,dodge dart custom
18,6,171,,110,2660,14,73,2,saab 99le
18,6,250,,122,2807,13.5,73,3,toyota mark ii
17.7,6,231,,180,4499,12.5,73,1,oldsmobile vista cruiser
17.6,8,302,,167,4906,12.5,73,1,ford country
17.6,6,225,,170,4654,13,73,1,plymouth custom suburb
17.5,8,305,,100,2945,16,73,1,amc hornet
17.5,6,258,,88,3021,16.5,73,1,ford maverick
17.5,8,305,,95,2904,16,73,1,plymouth duster
17.5,6,250,,46,1950,21,73,2,volkswagen super beetle
17.5,8,318,,150,4997,14,73,1,chevrolet impala
17,8,302,,158,4363,13,73,1,ford ltd
17,6,250,,150,4237,14.5,73,1,plymouth fury gran sedan
17,8,304,,215,4735,11,73,1,chrysler new yorker brougham
17,6,231,,225,4951,11,73,1,buick electra 225 custom
17,8,260,,175,3821,11,73,1,amc ambassador brougham
17,6,163,,105,3121,16.5,73,1,plymouth valiant
17,8,305,,100,3278,18,73,1,chevrolet nova custom
16.9,8,350,,150,4464,12,73,1,chevrolet caprice classic
16.5,6,168,,137,4042,14.5,73,1,ford gran torino
16.5,8,350,,150,3777,12.5,73,1,dodge coronet custom
16.5,8,351,,198,4952,11.5,73,1,mercury marquis brougham
16.2,6,163,,145,3988,13,73,1,chevrolet malibu
16,8,304,,140,4294,16,72,1,ford gran torino (sw)
16,6,225,,150,4077,14,72,1,plymouth satellite custom (sw)
16,6,250,,112,2933,14.5,72,2,volvo 145e (sw)
16,8,400,,76,2511,18,72,2,volkswagen 411 (sw)
16,6,250,,87,2979,19.5,72,2,peugeot 504 (sw)
16,6,258,,69,2189,18,72,2,renault 12 (sw)
16,8,302,,86,2395,16,72,1,ford pinto (sw)
16,8,400,,92,2288,17,72,3,datsun 510 (sw)
16,8,318,,97,2506,14.5,72,3,toyouta corona mark ii (sw)
16,6,250,,80,2164,15,72,1,dodge colt (sw)
16,8,318,,88,2100,16.5,72,3,toyota corolla 1600 (sw)
16,8,400,,175,4100,13,73,1,buick century 350
16,8,351,,150,3672,11.5,73,1,amc matador
15.5,8,304,,160,4456,13.5,72,1,oldsmobile delta 88 royale
15.5,8,318,,190,4422,12.5,72,1,chrysler newport royal
15.5,8,350,,97,2330,13.5,72,3,mazda rx2 coupe
15.5,8,400,,150,3892,12.5,72,1,amc matador (sw)
15.5,8,351,,130,4098,14,72,1,chevrolet chevelle concours (sw)
15,8,350,,65,1773,19,71,3,toyota corolla 1200
15,8,429,,69,1613,18,71,3,datsun 1200
15,8,390,,60,1834,19,71,2,volkswagen model 111
15,8,383,,70,1955,20.5,71,1,plymouth cricket
15,8,400,,95,2278,15.5,72,3,toyota corona hardtop
15,8,318,,80,2126,17,72,1,dodge colt hardtop
15,8,304,,54,2254,23.5,72,2,volkswagen type 3
15,8,318,,90,2408,19.5,72,1,chevrolet vega
15,8,350,,86,2226,16.5,72,1,ford pinto runabout
15,8,318,,165,4274,12,72,1,chevrolet impala
15,6,250,,175,4385,12,72,1,pontiac catalina
15,6,250,,150,4135,13.5,72,1,plymouth fury iii
15,6,250,,153,4129,13,72,1,ford galaxie 500
15,8,350,,150,3672,11.5,72,1,amc ambassador sst
15,6,258,,208,4633,11,72,1,mercury marquis
15,8,302,,155,4502,13.5,72,1,buick lesabre custom
14.5,8,351,,76,2065,14.5,71,2,fiat 124b
14,8,454,,100,2634,13,71,1,amc gremlin
14,8,440,,105,3439,15.5,71,1,plymouth satellite custom
14,8,455,,100,3329,15.5,71,1,chevrolet chevelle malibu
14,8,340,,88,3302,15.5,71,1,ford torino 500
14,8,455,,100,3288,15.5,71,1,amc matador
14,8,350,,165,4209,12,71,1,chevrolet impala
14,8,400,,175,4464,11.5,71,1,pontiac catalina brougham
14,8,351,,153,4154,13.5,71,1,ford galaxie 500
14,8,318,,150,4096,13,71,1,plymouth fury iii
14,8,400,,180,4955,11.5,71,1,dodge monaco (sw)
14,8,351,,170,4746,12,71,1,ford country squire (sw)
14,8,318,,175,5140,12,71,1,pontiac safari (sw)
14,8,304,,110,2962,13.5,71,1,amc hornet sportabout (sw)
14,8,302,,72,2408,19,71,1,chevrolet vega (sw)
14,8,318,,100,3282,15,71,1,pontiac firebird
14,8,318,,88,3139,14.5,71,1,ford mustang
14,8,302,,86,2220,14,71,1,mercury capri 2000
14,8,304,,90,2123,14,71,2,opel 1900
14,8,351,,70,2074,19.5,71,2,peugeot 304
13,8,400,,225,3086,10,70,1,buick estate wagon (sw)
13,8,400,,95,2372,15,70,3,toyota corona mark ii
13,8,350,,95,2833,15.5,70,1,plymouth duster
13,8,350,,97,2774,15.5,70,1,amc hornet
13,8,400,,85,2587,16,70,1,ford maverick
13,8,307,,88,2130,14.5,70,3,datsun pl510
13,8,302,,46,1835,20.5,70,2,volkswagen 1131 deluxe sedan
13,8,350,,87,2672,17.5,70,2,peugeot 504
13,8,350,,90,2430,14.5,70,2,audi 100 ls
13,8,400,,95,2375,17.5,70,2,saab 99e
13,8,351,,113,2234,12.5,70,2,bmw 2002
13,8,440,,90,2648,15,70,1,amc gremlin
13,8,360,,215,4615,14,70,1,ford f250
13,8,360,,200,4376,15,70,1,chevy c20
13,8,350,,210,4382,13.5,70,1,dodge d200
13,8,302,,193,4732,18.5,70,1,hi 1200d
13,8,318,,88,2130,14.5,71,3,datsun pl510
13,8,350,,90,2264,15.5,71,1,chevrolet vega 2300
13,8,302,,95,2228,14,71,3,toyota corona
13,8,318,,,2046,19,71,1,ford pinto
12,8,383,,215,4312,8.5,70,1,plymouth fury iii
12,8,350,,225,4425,10,70,1,pontiac catalina
12,8,429,,190,3850,8.5,70,1,amc ambassador dpl
12,8,455,,170,3563,10,70,1,dodge challenger se
12,8,400,,160,3609,8,70,1,plymouth 'cuda 340
12,8,350,,150,3761,9.5,70,1,chevrolet monte carlo
11,8,318,,150,3433,12,70,1,amc rebel sst
11,8,429,,140,3449,10.5,70,1,ford torino
11,8,400,,198,4341,10,70,1,ford galaxie 500
11,8,350,,220,4354,9,70,1,chevrolet impala
10,8,360,,165,3693,11.5,70,1,buick skylark 320
10,8,307,,150,3436,11,70,1,plymouth satellite
9,8,304,,130,3504,12,70,1,chevrolet chevelle malibu
